"note_id","report_date","category","subject_id","subject_name","historical_date","years_ago","headline","body","evidence_source","rarity","magnitude","timeliness","relevance","confidence","novelty","career_significance_score","recognition_tier","career_summary","recognition","historical_importance","broadcast_value","story_score","score_method","generated_at_utc"
"debut_anniversary_doylela01_2026-07-22","2026-07-22","debut_anniversary","doylela01","Larry Doyle",1907-07-22,119,"Larry Doyle: 119 years since MLB debut","Larry Doyle's MLB debut came 119 years ago today, on 1907-07-22. Larry Doyle finished with 1,887 hits, 74 home runs.","People$debut",1,1,1,0.55,1,0.8,46.1,"notable","Larry Doyle finished with 1,887 hits, 74 home runs.",0.461,1,0.64965,78.9,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_meuseir01_2026-07-22","2026-07-22","final_game_anniversary","meuseir01","Irish Meusel",1927-07-22,99,"Irish Meusel: 99 years since final MLB appearance","Irish Meusel's final MLB appearance came 99 years ago today, on 1927-07-22. Irish Meusel finished with 1,521 hits, 106 home runs.","People$finalGame",1,1,1,0.55,1,0.8,39.8,"established","Irish Meusel finished with 1,521 hits, 106 home runs.",0.398,1,0.6087,76.6,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_burnsto01_2026-07-22","2026-07-22","final_game_anniversary","burnsto01","Tom Burns",1892-07-22,134,"Tom Burns: 134 years since final MLB appearance","Tom Burns's final MLB appearance came 134 years ago today, on 1892-07-22. Tom Burns finished with 1,307 hits, 39 home runs.","People$finalGame",1,1,1,0.55,1,0.8,33.7,"established","Tom Burns finished with 1,307 hits, 39 home runs.",0.337,1,0.56905,74.2,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_demarfr02_2026-07-22","2026-07-22","debut_anniversary","demarfr02","Frank Demaree",1932-07-22,94,"Frank Demaree: 94 years since MLB debut","Frank Demaree's MLB debut came 94 years ago today, on 1932-07-22. Frank Demaree finished with 2 All-Star selections, 1,241 hits, 72 home runs.","People$debut",1,1,1,0.55,1,0.8,32.8,"established","Frank Demaree finished with 2 All-Star selections, 1,241 hits, 72 home runs.",0.328,1,0.5632,73.8,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_kitsofr01_2026-07-22","2026-07-22","final_game_anniversary","kitsofr01","Frank Kitson",1907-07-22,119,"Frank Kitson: 119 years since final MLB appearance","Frank Kitson's final MLB appearance came 119 years ago today, on 1907-07-22. Frank Kitson finished with 129 wins, 736 strikeouts.","People$finalGame",1,1,1,0.55,1,0.8,28.9,"established","Frank Kitson finished with 129 wins, 736 strikeouts.",0.289,1,0.53785,72.1,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_mcculcl01_2026-07-22","2026-07-22","final_game_anniversary","mcculcl01","Clyde McCullough",1956-07-22,70,"Clyde McCullough: 70 years since final MLB appearance","Clyde McCullough's final MLB appearance came 70 years ago today, on 1956-07-22. Clyde McCullough finished with 2 All-Star selections, 785 hits, 52 home runs.","People$finalGame",1,1,1,0.55,1,0.8,26.5,"established","Clyde McCullough finished with 2 All-Star selections, 785 hits, 52 home runs.",0.265,0.91,0.52225,70.1,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_sutclri01_2026-07-22","2026-07-22","final_game_anniversary","sutclri01","Rick Sutcliffe",1994-07-22,32,"Rick Sutcliffe: 32 years since final MLB appearance","Rick Sutcliffe's final MLB appearance came 32 years ago today, on 1994-07-22. Rick Sutcliffe finished with 3 All-Star selections, 171 wins, 1,679 strikeouts.","People$finalGame",0.706,0.67,1,0.55,1,0.8,47.9,"notable","Rick Sutcliffe finished with 3 All-Star selections, 171 wins, 1,679 strikeouts.",0.479,0.606,0.66135,69.4,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_esterdu01_2026-07-22","2026-07-22","final_game_anniversary","esterdu01","Dude Esterbrook",1891-07-22,135,"Dude Esterbrook: 135 years since final MLB appearance","Dude Esterbrook's final MLB appearance came 135 years ago today, on 1891-07-22. Dude Esterbrook finished with 741 hits, 6 home runs.","People$finalGame",1,1,1,0.55,1,0.8,22.2,"established","Dude Esterbrook finished with 741 hits, 6 home runs.",0.222,1,0.4943,68.7,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_zitoba01_2026-07-22","2026-07-22","debut_anniversary","zitoba01","Barry Zito",2000-07-22,26,"Barry Zito: 26 years since MLB debut","Barry Zito's MLB debut came 26 years ago today, on 2000-07-22. Barry Zito finished with 3 All-Star selections, 165 wins, 1,885 strikeouts.","People$debut",0.658,0.62275,1,0.55,1,0.8,49.7,"notable","Barry Zito finished with 3 All-Star selections, 165 wins, 1,885 strikeouts.",0.497,0.558,0.67305,68.3,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_clonito01_2026-07-22","2026-07-22","final_game_anniversary","clonito01","Tony Cloninger",1972-07-22,54,"Tony Cloninger: 54 years since final MLB appearance","Tony Cloninger's final MLB appearance came 54 years ago today, on 1972-07-22. Tony Cloninger finished with 113 wins, 1,120 strikeouts.","People$finalGame",0.882,0.89,1,0.55,1,0.8,28.5,"established","Tony Cloninger finished with 113 wins, 1,120 strikeouts.",0.285,0.782,0.53525,68.1,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_otoolji01_2026-07-22","2026-07-22","final_game_anniversary","otoolji01","Jim O'Toole",1967-07-22,59,"Jim O'Toole: 59 years since final MLB appearance","Jim O'Toole's final MLB appearance came 59 years ago today, on 1967-07-22. Jim O'Toole finished with 1 All-Star selections, 98 wins, 1,039 strikeouts.","People$finalGame",0.922,0.94,1,0.55,1,0.8,25.8,"established","Jim O'Toole finished with 1 All-Star selections, 98 wins, 1,039 strikeouts.",0.258,0.822,0.5177,67.9,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_bassech01_2026-07-22","2026-07-22","debut_anniversary","bassech01","Charley Bassett",1884-07-22,142,"Charley Bassett: 142 years since MLB debut","Charley Bassett's MLB debut came 142 years ago today, on 1884-07-22. Charley Bassett finished with 806 hits, 15 home runs.","People$debut",1,1,1,0.55,1,0.8,20.4,"established","Charley Bassett finished with 806 hits, 15 home runs.",0.204,1,0.4826,67.6,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_smithha08_2026-07-22","2026-07-22","final_game_anniversary","smithha08","Hal Smith (born 1930)",1964-07-22,62,"Hal Smith (born 1930): 62 years since final MLB appearance","Hal Smith (born 1930)'s final MLB appearance came 62 years ago today, on 1964-07-22. Hal Smith (born 1930) finished with 715 hits, 58 home runs.","People$finalGame",0.946,0.97,1,0.55,1,0.8,20.1,"established","Hal Smith (born 1930) finished with 715 hits, 58 home runs.",0.201,0.846,0.48065,65.5,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_paddeto01_2026-07-22","2026-07-22","final_game_anniversary","paddeto01","Tom Padden",1943-07-22,83,"Tom Padden: 83 years since final MLB appearance","Tom Padden's final MLB appearance came 83 years ago today, on 1943-07-22. Tom Padden finished with 318 hits, 2 home runs.","People$finalGame",1,1,1,0.55,1,0.8,15.4,"limited","Tom Padden finished with 318 hits, 2 home runs.",0.154,1,0.4501,64.4,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_wickebo01_2026-07-22","2026-07-22","debut_anniversary","wickebo01","Bob Wicker",1901-07-22,125,"Bob Wicker: 125 years since MLB debut","Bob Wicker's MLB debut came 125 years ago today, on 1901-07-22. Bob Wicker finished with 64 wins, 472 strikeouts.","People$debut",1,1,1,0.55,1,0.8,15.2,"limited","Bob Wicker finished with 64 wins, 472 strikeouts.",0.152,1,0.4488,64.3,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_stairma01_2026-07-22","2026-07-22","final_game_anniversary","stairma01","Matt Stairs",2011-07-22,15,"Matt Stairs: 15 years since final MLB appearance","Matt Stairs's final MLB appearance came 15 years ago today, on 2011-07-22. Matt Stairs finished with 1,366 hits, 265 home runs.","People$finalGame",0.57,0.565,1,0.55,1,0.8,42,"notable","Matt Stairs finished with 1,366 hits, 265 home runs.",0.42,0.47,0.623,63.2,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_matsuhi01_2026-07-22","2026-07-22","final_game_anniversary","matsuhi01","Hideki Matsui",2012-07-22,14,"Hideki Matsui: 14 years since final MLB appearance","Hideki Matsui's final MLB appearance came 14 years ago today, on 2012-07-22. Hideki Matsui finished with 2 All-Star selections, 1,253 hits, 175 home runs.","People$finalGame",0.562,0.5485,1,0.55,1,0.8,39.8,"established","Hideki Matsui finished with 2 All-Star selections, 1,253 hits, 175 home runs.",0.398,0.462,0.6087,62.1,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_vioxji01_2026-07-22","2026-07-22","final_game_anniversary","vioxji01","Jim Viox",1916-07-22,110,"Jim Viox: 110 years since final MLB appearance","Jim Viox's final MLB appearance came 110 years ago today, on 1916-07-22. Jim Viox finished with 465 hits, 7 home runs.","People$finalGame",1,1,1,0.55,1,0.8,11.8,"limited","Jim Viox finished with 465 hits, 7 home runs.",0.118,1,0.4267,61.6,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_delahmi01_2026-07-22","2026-07-22","debut_anniversary","delahmi01","Miguel de la Hoz",1960-07-22,66,"Miguel de la Hoz: 66 years since MLB debut","Miguel de la Hoz's MLB debut came 66 years ago today, on 1960-07-22. Miguel de la Hoz finished with 280 hits, 25 home runs.","People$debut",0.978,1,1,0.55,1,0.8,13.1,"limited","Miguel de la Hoz finished with 280 hits, 25 home runs.",0.131,0.878,0.43515,61.5,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_harrera01_2026-07-22","2026-07-22","final_game_anniversary","harrera01","Ray Harrell",1945-07-22,81,"Ray Harrell: 81 years since final MLB appearance","Ray Harrell's final MLB appearance came 81 years ago today, on 1945-07-22. Ray Harrell finished with 9 wins, 136 strikeouts.","People$finalGame",1,1,1,0.55,1,0.8,11.7,"limited","Ray Harrell finished with 9 wins, 136 strikeouts.",0.117,0.998,0.42605,61.4,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_oconnpa02_2026-07-22","2026-07-22","final_game_anniversary","oconnpa02","Paddy O'Connor",1918-07-22,108,"Paddy O'Connor: 108 years since final MLB appearance","Paddy O'Connor's final MLB appearance came 108 years ago today, on 1918-07-22. Paddy O'Connor finished with 60 hits, 0 home runs.","People$finalGame",1,1,1,0.55,1,0.8,10.5,"limited","Paddy O'Connor finished with 60 hits, 0 home runs.",0.105,1,0.41825,60.4,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_boozejo01_2026-07-22","2026-07-22","debut_anniversary","boozejo01","John Boozer",1962-07-22,64,"John Boozer: 64 years since MLB debut","John Boozer's MLB debut came 64 years ago today, on 1962-07-22. John Boozer finished with 14 wins, 282 strikeouts.","People$debut",0.962,0.99,1,0.55,1,0.8,11.4,"limited","John Boozer finished with 14 wins, 282 strikeouts.",0.114,0.862,0.4241,59.8,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_kipnija01_2026-07-22","2026-07-22","debut_anniversary","kipnija01","Jason Kipnis",2011-07-22,15,"Jason Kipnis: 15 years since MLB debut","Jason Kipnis's MLB debut came 15 years ago today, on 2011-07-22. Jason Kipnis finished with 2 All-Star selections, 1,147 hits, 126 home runs.","People$debut",0.57,0.5,1,0.55,1,0.8,30.8,"established","Jason Kipnis finished with 2 All-Star selections, 1,147 hits, 126 home runs.",0.308,0.47,0.5502,58.8,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_dipinfr01_2026-07-22","2026-07-22","final_game_anniversary","dipinfr01","Frank DiPino",1993-07-22,33,"Frank DiPino: 33 years since final MLB appearance","Frank DiPino's final MLB appearance came 33 years ago today, on 1993-07-22. Frank DiPino finished with 35 wins, 515 strikeouts.","People$finalGame",0.714,0.68,1,0.55,1,0.8,19.3,"limited","Frank DiPino finished with 35 wins, 515 strikeouts.",0.193,0.614,0.47545,58.8,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_balfogr01_2026-07-22","2026-07-22","debut_anniversary","balfogr01","Grant Balfour",2001-07-22,25,"Grant Balfour: 25 years since MLB debut","Grant Balfour's MLB debut came 25 years ago today, on 2001-07-22. Grant Balfour finished with 1 All-Star selections, 30 wins, 571 strikeouts.","People$debut",0.65,0.6,1,0.55,1,0.8,22.9,"established","Grant Balfour finished with 1 All-Star selections, 30 wins, 571 strikeouts.",0.229,0.55,0.49885,58.5,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_bergehe01_2026-07-22","2026-07-22","final_game_anniversary","bergehe01","Heinie Berger",1910-07-22,116,"Heinie Berger: 116 years since final MLB appearance","Heinie Berger's final MLB appearance came 116 years ago today, on 1910-07-22. Heinie Berger finished with 32 wins, 337 strikeouts.","People$finalGame",1,1,1,0.55,1,0.8,8.7,"limited","Heinie Berger finished with 32 wins, 337 strikeouts.",0.087,1,0.40655,58.5,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_villajo01_2026-07-22","2026-07-22","debut_anniversary","villajo01","Jonathan Villar",2013-07-22,13,"Jonathan Villar: 13 years since MLB debut","Jonathan Villar's MLB debut came 13 years ago today, on 2013-07-22. Jonathan Villar finished with 899 hits, 101 home runs.","People$debut",0.554,0.484,1,0.55,1,0.8,31.2,"established","Jonathan Villar finished with 899 hits, 101 home runs.",0.312,0.454,0.5528,58.3,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_dyckji01_2026-07-22","2026-07-22","final_game_anniversary","dyckji01","Jim Dyck",1956-07-22,70,"Jim Dyck: 70 years since final MLB appearance","Jim Dyck's final MLB appearance came 70 years ago today, on 1956-07-22. Jim Dyck finished with 242 hits, 26 home runs.","People$finalGame",1,1,1,0.55,1,0.8,9,"limited","Jim Dyck finished with 242 hits, 26 home runs.",0.09,0.91,0.4085,58.2,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_beckzi01_2026-07-22","2026-07-22","final_game_anniversary","beckzi01","Zinn Beck",1918-07-22,108,"Zinn Beck: 108 years since final MLB appearance","Zinn Beck's final MLB appearance came 108 years ago today, on 1918-07-22. Zinn Beck finished with 204 hits, 3 home runs.","People$finalGame",1,1,1,0.55,1,0.8,8.4,"limited","Zinn Beck finished with 204 hits, 3 home runs.",0.084,1,0.4046,58.2,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_mariore01_2026-07-22","2026-07-22","final_game_anniversary","mariore01","Red Marion",1943-07-22,83,"Red Marion: 83 years since final MLB appearance","Red Marion's final MLB appearance came 83 years ago today, on 1943-07-22. Red Marion finished with 5 hits, 1 home runs.","People$finalGame",1,1,1,0.55,1,0.8,7.9,"limited","Red Marion finished with 5 hits, 1 home runs.",0.08,1,0.402,57.7,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_millege01_2026-07-22","2026-07-22","final_game_anniversary","millege01","George Miller (born 1853)",1884-07-22,142,"George Miller (born 1853): 142 years since final MLB appearance","George Miller (born 1853)'s final MLB appearance came 142 years ago today, on 1884-07-22. George Miller (born 1853) finished with 11 hits, 0 home runs.","People$finalGame",1,1,1,0.55,1,0.8,7.1,"limited","George Miller (born 1853) finished with 11 hits, 0 home runs.",0.08,1,0.402,57.7,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_sayji01_2026-07-22","2026-07-22","debut_anniversary","sayji01","Jimmy Say",1882-07-22,144,"Jimmy Say: 144 years since MLB debut","Jimmy Say's MLB debut came 144 years ago today, on 1882-07-22. Jimmy Say finished with 57 hits, 1 home runs.","People$debut",1,1,1,0.55,1,0.8,6.1,"limited","Jimmy Say finished with 57 hits, 1 home runs.",0.08,1,0.402,57.7,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_conwadi01_2026-07-22","2026-07-22","debut_anniversary","conwadi01","Dick Conway",1886-07-22,140,"Dick Conway: 140 years since MLB debut","Dick Conway's MLB debut came 140 years ago today, on 1886-07-22. Dick Conway finished with 15 wins, 121 strikeouts.","People$debut",1,1,1,0.55,1,0.8,5,"limited","Dick Conway finished with 15 wins, 121 strikeouts.",0.08,1,0.402,57.7,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_barneed01_2026-07-22","2026-07-22","debut_anniversary","barneed01","Ed Barney",1915-07-22,111,"Ed Barney: 111 years since MLB debut","Ed Barney's MLB debut came 111 years ago today, on 1915-07-22. Ed Barney finished with 61 hits, 0 home runs.","People$debut",1,1,1,0.55,1,0.8,3.3,"limited","Ed Barney finished with 61 hits, 0 home runs.",0.08,1,0.402,57.7,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_signewa01_2026-07-22","2026-07-22","final_game_anniversary","signewa01","Walter Signer",1945-07-22,81,"Walter Signer: 81 years since final MLB appearance","Walter Signer's final MLB appearance came 81 years ago today, on 1945-07-22. Walter Signer finished with 2 wins, 5 strikeouts.","People$finalGame",1,1,1,0.55,1,0.8,2.9,"limited","Walter Signer finished with 2 wins, 5 strikeouts.",0.08,0.998,0.402,57.7,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_wrighda01_2026-07-22","2026-07-22","debut_anniversary","wrighda01","Dave Wright",1895-07-22,131,"Dave Wright: 131 years since MLB debut","Dave Wright's MLB debut came 131 years ago today, on 1895-07-22. Dave Wright finished with 1 wins, 4 strikeouts.","People$debut",1,1,1,0.55,1,0.8,2.8,"limited","Dave Wright finished with 1 wins, 4 strikeouts.",0.08,1,0.402,57.7,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_sheehbi01_2026-07-22","2026-07-22","debut_anniversary","sheehbi01","Timothy Sheehan",1895-07-22,131,"Timothy Sheehan: 131 years since MLB debut","Timothy Sheehan's MLB debut came 131 years ago today, on 1895-07-22. Timothy Sheehan finished with 60 hits, 1 home runs.","People$debut",1,1,1,0.55,1,0.8,2.7,"limited","Timothy Sheehan finished with 60 hits, 1 home runs.",0.08,1,0.402,57.7,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_gyseldi01_2026-07-22","2026-07-22","final_game_anniversary","gyseldi01","Dick Gyselman",1934-07-22,92,"Dick Gyselman: 92 years since final MLB appearance","Dick Gyselman's final MLB appearance came 92 years ago today, on 1934-07-22. Dick Gyselman finished with 43 hits, 0 home runs.","People$finalGame",1,1,1,0.55,1,0.8,2.4,"limited","Dick Gyselman finished with 43 hits, 0 home runs.",0.08,1,0.402,57.7,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_oconnpa01_2026-07-22","2026-07-22","debut_anniversary","oconnpa01","Pat O'Connell",1886-07-22,140,"Pat O'Connell: 140 years since MLB debut","Pat O'Connell's MLB debut came 140 years ago today, on 1886-07-22. Pat O'Connell finished with 30 hits, 0 home runs.","People$debut",1,1,1,0.55,1,0.8,1.8,"limited","Pat O'Connell finished with 30 hits, 0 home runs.",0.08,1,0.402,57.7,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_omearto01_2026-07-22","2026-07-22","final_game_anniversary","omearto01","Eddie O'Meara",1896-07-22,130,"Eddie O'Meara: 130 years since final MLB appearance","Eddie O'Meara's final MLB appearance came 130 years ago today, on 1896-07-22. Eddie O'Meara finished with 5 hits, 0 home runs.","People$finalGame",1,1,1,0.55,1,0.8,1.8,"limited","Eddie O'Meara finished with 5 hits, 0 home runs.",0.08,1,0.402,57.7,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_milledu02_2026-07-22","2026-07-22","final_game_anniversary","milledu02","Dusty Miller (born 1876)",1902-07-22,124,"Dusty Miller (born 1876): 124 years since final MLB appearance","Dusty Miller (born 1876)'s final MLB appearance came 124 years ago today, on 1902-07-22. Dusty Miller (born 1876) finished with 46 hits, 0 home runs.","People$finalGame",1,1,1,0.55,1,0.8,1.8,"limited","Dusty Miller (born 1876) finished with 46 hits, 0 home runs.",0.08,1,0.402,57.7,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_mansejo01_2026-07-22","2026-07-22","final_game_anniversary","mansejo01","John Mansell",1882-07-22,144,"John Mansell: 144 years since final MLB appearance","John Mansell's final MLB appearance came 144 years ago today, on 1882-07-22. John Mansell finished with 30 hits, 0 home runs.","People$finalGame",1,1,1,0.55,1,0.8,1.4,"limited","John Mansell finished with 30 hits, 0 home runs.",0.08,1,0.402,57.7,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_smithha04_2026-07-22","2026-07-22","final_game_anniversary","smithha04","Happy Smith",1910-07-22,116,"Happy Smith: 116 years since final MLB appearance","Happy Smith's final MLB appearance came 116 years ago today, on 1910-07-22. Happy Smith finished with 18 hits, 0 home runs.","People$finalGame",1,1,1,0.55,1,0.8,1.2,"limited","Happy Smith finished with 18 hits, 0 home runs.",0.08,1,0.402,57.7,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
