"note_id","report_date","category","subject_id","subject_name","historical_date","years_ago","headline","body","evidence_source","rarity","magnitude","timeliness","relevance","confidence","novelty","career_significance_score","recognition_tier","career_summary","recognition","historical_importance","broadcast_value","story_score","score_method","generated_at_utc"
"debut_anniversary_babcobo01_2026-07-22","2026-07-22","debut_anniversary","babcobo01","Bob Babcock",1979-07-22,47,"Bob Babcock: 47 years since MLB debut","Bob Babcock's MLB debut came 47 years ago today, on 1979-07-22. Bob Babcock finished with 2 wins, 39 strikeouts.","People$debut",0.826,0.82,1,0.55,1,0.8,3.2,"limited","Bob Babcock finished with 2 wins, 39 strikeouts.",0.08,0.726,0.402,53.4,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_torreca01_2026-07-22","2026-07-22","debut_anniversary","torreca01","Carlos Torres",2009-07-22,17,"Carlos Torres: 17 years since MLB debut","Carlos Torres's MLB debut came 17 years ago today, on 2009-07-22. Carlos Torres finished with 30 wins, 447 strikeouts.","People$debut",0.586,0.52,1,0.55,1,0.8,16.5,"limited","Carlos Torres finished with 30 wins, 447 strikeouts.",0.165,0.486,0.45725,53.1,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_stegmda01_2026-07-22","2026-07-22","final_game_anniversary","stegmda01","Dave Stegman",1984-07-22,42,"Dave Stegman: 42 years since final MLB appearance","Dave Stegman's final MLB appearance came 42 years ago today, on 1984-07-22. Dave Stegman finished with 66 hits, 8 home runs.","People$finalGame",0.786,0.77,1,0.55,1,0.8,7.1,"limited","Dave Stegman finished with 66 hits, 8 home runs.",0.08,0.686,0.402,52.5,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_matavi01_2026-07-22","2026-07-22","debut_anniversary","matavi01","Victor Mata",1984-07-22,42,"Victor Mata: 42 years since MLB debut","Victor Mata's MLB debut came 42 years ago today, on 1984-07-22. Victor Mata finished with 24 hits, 1 home runs.","People$debut",0.786,0.77,1,0.55,1,0.8,2.1,"limited","Victor Mata finished with 24 hits, 1 home runs.",0.08,0.686,0.402,52.5,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_rodrifr02_2026-07-22","2026-07-22","final_game_anniversary","rodrifr02","Frankie Rodriguez",2001-07-22,25,"Frankie Rodriguez: 25 years since final MLB appearance","Frankie Rodriguez's final MLB appearance came 25 years ago today, on 2001-07-22. Frankie Rodriguez finished with 29 wins, 371 strikeouts.","People$finalGame",0.65,0.6,1,0.55,1,0.8,11.9,"limited","Frankie Rodriguez finished with 29 wins, 371 strikeouts.",0.119,0.55,0.42735,52.2,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_mitrese01_2026-07-22","2026-07-22","debut_anniversary","mitrese01","Sergio Mitre",2003-07-22,23,"Sergio Mitre: 23 years since MLB debut","Sergio Mitre's MLB debut came 23 years ago today, on 2003-07-22. Sergio Mitre finished with 13 wins, 265 strikeouts.","People$debut",0.634,0.58,1,0.55,1,0.8,12,"limited","Sergio Mitre finished with 13 wins, 265 strikeouts.",0.12,0.534,0.428,51.8,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_polidgu01_2026-07-22","2026-07-22","final_game_anniversary","polidgu01","Gus Polidor",1993-07-22,33,"Gus Polidor: 33 years since final MLB appearance","Gus Polidor's final MLB appearance came 33 years ago today, on 1993-07-22. Gus Polidor finished with 90 hits, 2 home runs.","People$finalGame",0.714,0.68,1,0.55,1,0.8,9.2,"limited","Gus Polidor finished with 90 hits, 2 home runs.",0.092,0.614,0.4098,51.8,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_garcimi02_2026-07-22","2026-07-22","final_game_anniversary","garcimi02","Miguel Garcia",1989-07-22,37,"Miguel Garcia: 37 years since final MLB appearance","Miguel Garcia's final MLB appearance came 37 years ago today, on 1989-07-22. Miguel Garcia finished with 0 wins, 11 strikeouts.","People$finalGame",0.746,0.72,1,0.55,1,0.8,2.8,"limited","Miguel Garcia finished with 0 wins, 11 strikeouts.",0.08,0.646,0.402,51.5,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_guerrma02_2026-07-22","2026-07-22","final_game_anniversary","guerrma02","Matt Guerrier",2014-07-22,12,"Matt Guerrier: 12 years since final MLB appearance","Matt Guerrier's final MLB appearance came 12 years ago today, on 2014-07-22. Matt Guerrier finished with 27 wins, 411 strikeouts.","People$finalGame",0.546,0.47,1,0.55,1,0.8,16.1,"limited","Matt Guerrier finished with 27 wins, 411 strikeouts.",0.161,0.446,0.45465,51.4,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_bowenry01_2026-07-22","2026-07-22","debut_anniversary","bowenry01","Ryan Bowen",1991-07-22,35,"Ryan Bowen: 35 years since MLB debut","Ryan Bowen's MLB debut came 35 years ago today, on 1991-07-22. Ryan Bowen finished with 17 wins, 216 strikeouts.","People$debut",0.73,0.7,1,0.55,1,0.8,7.7,"limited","Ryan Bowen finished with 17 wins, 216 strikeouts.",0.08,0.63,0.402,51.1,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_whitede04_2026-07-22","2026-07-22","debut_anniversary","whitede04","Derrick White",1993-07-22,33,"Derrick White: 33 years since MLB debut","Derrick White's MLB debut came 33 years ago today, on 1993-07-22. Derrick White finished with 21 hits, 3 home runs.","People$debut",0.714,0.68,1,0.55,1,0.8,5.5,"limited","Derrick White finished with 21 hits, 3 home runs.",0.08,0.614,0.402,50.7,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_leede01_2026-07-22","2026-07-22","final_game_anniversary","leede01","Derek Lee",1993-07-22,33,"Derek Lee: 33 years since final MLB appearance","Derek Lee's final MLB appearance came 33 years ago today, on 1993-07-22. Derek Lee finished with 5 hits, 0 home runs.","People$finalGame",0.714,0.68,1,0.55,1,0.8,1,"limited","Derek Lee finished with 5 hits, 0 home runs.",0.08,0.614,0.402,50.7,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_woodabr01_2026-07-22","2026-07-22","debut_anniversary","woodabr01","Brad Woodall",1994-07-22,32,"Brad Woodall: 32 years since MLB debut","Brad Woodall's MLB debut came 32 years ago today, on 1994-07-22. Brad Woodall finished with 10 wins, 119 strikeouts.","People$debut",0.706,0.67,1,0.55,1,0.8,7.1,"limited","Brad Woodall finished with 10 wins, 119 strikeouts.",0.08,0.606,0.402,50.5,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_wronari01_2026-07-22","2026-07-22","final_game_anniversary","wronari01","Rick Wrona",1994-07-22,32,"Rick Wrona: 32 years since final MLB appearance","Rick Wrona's final MLB appearance came 32 years ago today, on 1994-07-22. Rick Wrona finished with 41 hits, 3 home runs.","People$finalGame",0.706,0.67,1,0.55,1,0.8,6.8,"limited","Rick Wrona finished with 41 hits, 3 home runs.",0.08,0.606,0.402,50.5,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_lewissc01_2026-07-22","2026-07-22","final_game_anniversary","lewissc01","Scott Lewis (born 1965)",1994-07-22,32,"Scott Lewis (born 1965): 32 years since final MLB appearance","Scott Lewis (born 1965)'s final MLB appearance came 32 years ago today, on 1994-07-22. Scott Lewis (born 1965) finished with 9 wins, 84 strikeouts.","People$finalGame",0.706,0.67,1,0.55,1,0.8,5.7,"limited","Scott Lewis (born 1965) finished with 9 wins, 84 strikeouts.",0.08,0.606,0.402,50.5,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_royerst01_2026-07-22","2026-07-22","final_game_anniversary","royerst01","Stan Royer",1994-07-22,32,"Stan Royer: 32 years since final MLB appearance","Stan Royer's final MLB appearance came 32 years ago today, on 1994-07-22. Stan Royer finished with 41 hits, 4 home runs.","People$finalGame",0.706,0.67,1,0.55,1,0.8,4.1,"limited","Stan Royer finished with 41 hits, 4 home runs.",0.08,0.606,0.402,50.5,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_faltest01_2026-07-22","2026-07-22","debut_anniversary","faltest01","Steve Falteisek",1997-07-22,29,"Steve Falteisek: 29 years since MLB debut","Steve Falteisek's MLB debut came 29 years ago today, on 1997-07-22. Steve Falteisek finished with 0 wins, 7 strikeouts.","People$debut",0.682,0.64,1,0.55,1,0.8,2.7,"limited","Steve Falteisek finished with 0 wins, 7 strikeouts.",0.08,0.582,0.402,49.8,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_willish01_2026-07-22","2026-07-22","final_game_anniversary","willish01","Shad Williams",1997-07-22,29,"Shad Williams: 29 years since final MLB appearance","Shad Williams's final MLB appearance came 29 years ago today, on 1997-07-22. Shad Williams finished with 0 wins, 26 strikeouts.","People$finalGame",0.682,0.64,1,0.55,1,0.8,2.1,"limited","Shad Williams finished with 0 wins, 26 strikeouts.",0.08,0.582,0.402,49.8,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_bochtdo01_2026-07-22","2026-07-22","final_game_anniversary","bochtdo01","Doug Bochtler",2000-07-22,26,"Doug Bochtler: 26 years since final MLB appearance","Doug Bochtler's final MLB appearance came 26 years ago today, on 2000-07-22. Doug Bochtler finished with 9 wins, 215 strikeouts.","People$finalGame",0.658,0.61,1,0.55,1,0.8,8.6,"limited","Doug Bochtler finished with 9 wins, 215 strikeouts.",0.086,0.558,0.4059,49.7,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_stovada01_2026-07-22","2026-07-22","final_game_anniversary","stovada01","DaRond Stovall",1998-07-22,28,"DaRond Stovall: 28 years since final MLB appearance","DaRond Stovall's final MLB appearance came 28 years ago today, on 1998-07-22. DaRond Stovall finished with 16 hits, 2 home runs.","People$finalGame",0.674,0.63,1,0.55,1,0.8,1.1,"limited","DaRond Stovall finished with 16 hits, 2 home runs.",0.08,0.574,0.402,49.6,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_maureda01_2026-07-22","2026-07-22","debut_anniversary","maureda01","Dave Maurer",2000-07-22,26,"Dave Maurer: 26 years since MLB debut","Dave Maurer's MLB debut came 26 years ago today, on 2000-07-22. Dave Maurer finished with 1 wins, 18 strikeouts.","People$debut",0.658,0.61,1,0.55,1,0.8,4.6,"limited","Dave Maurer finished with 1 wins, 18 strikeouts.",0.08,0.558,0.402,49.2,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_barcelo01_2026-07-22","2026-07-22","debut_anniversary","barcelo01","Lorenzo Barcelo",2000-07-22,26,"Lorenzo Barcelo: 26 years since MLB debut","Lorenzo Barcelo's MLB debut came 26 years ago today, on 2000-07-22. Lorenzo Barcelo finished with 5 wins, 42 strikeouts.","People$debut",0.658,0.61,1,0.55,1,0.8,3.4,"limited","Lorenzo Barcelo finished with 5 wins, 42 strikeouts.",0.08,0.558,0.402,49.2,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_castica02_2026-07-22","2026-07-22","final_game_anniversary","castica02","Carlos Castillo",2001-07-22,25,"Carlos Castillo: 25 years since final MLB appearance","Carlos Castillo's final MLB appearance came 25 years ago today, on 2001-07-22. Carlos Castillo finished with 10 wins, 130 strikeouts.","People$finalGame",0.65,0.6,1,0.55,1,0.8,6.4,"limited","Carlos Castillo finished with 10 wins, 130 strikeouts.",0.08,0.55,0.402,48.9,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_heisech01_2026-07-22","2026-07-22","final_game_anniversary","heisech01","Chris Heisey",2017-07-22,9,"Chris Heisey: 9 years since final MLB appearance","Chris Heisey's final MLB appearance came 9 years ago today, on 2017-07-22. Chris Heisey finished with 380 hits, 62 home runs.","People$finalGame",0.522,0.44,1,0.55,1,0.8,13.1,"limited","Chris Heisey finished with 380 hits, 62 home runs.",0.131,0.422,0.43515,48.8,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_lawrejo01_2026-07-22","2026-07-22","final_game_anniversary","lawrejo01","Joe Lawrence",2002-07-22,24,"Joe Lawrence: 24 years since final MLB appearance","Joe Lawrence's final MLB appearance came 24 years ago today, on 2002-07-22. Joe Lawrence finished with 27 hits, 2 home runs.","People$finalGame",0.642,0.59,1,0.55,1,0.8,1.3,"limited","Joe Lawrence finished with 27 hits, 2 home runs.",0.08,0.542,0.402,48.7,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_reyesre01_2026-07-22","2026-07-22","debut_anniversary","reyesre01","Rene Reyes",2003-07-22,23,"Rene Reyes: 23 years since MLB debut","Rene Reyes's MLB debut came 23 years ago today, on 2003-07-22. Rene Reyes finished with 39 hits, 2 home runs.","People$debut",0.634,0.58,1,0.55,1,0.8,2.3,"limited","Rene Reyes finished with 39 hits, 2 home runs.",0.08,0.534,0.402,48.5,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_eldrebr01_2026-07-22","2026-07-22","debut_anniversary","eldrebr01","Brad Eldred",2005-07-22,21,"Brad Eldred: 21 years since MLB debut","Brad Eldred's MLB debut came 21 years ago today, on 2005-07-22. Brad Eldred finished with 56 hits, 15 home runs.","People$debut",0.618,0.56,1,0.55,1,0.8,8.3,"limited","Brad Eldred finished with 56 hits, 15 home runs.",0.083,0.518,0.40395,48.3,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_morenor01_2026-07-22","2026-07-22","final_game_anniversary","morenor01","Orber Moreno",2004-07-22,22,"Orber Moreno: 22 years since final MLB appearance","Orber Moreno's final MLB appearance came 22 years ago today, on 2004-07-22. Orber Moreno finished with 3 wins, 41 strikeouts.","People$finalGame",0.626,0.57,1,0.55,1,0.8,5.8,"limited","Orber Moreno finished with 3 wins, 41 strikeouts.",0.08,0.526,0.402,48.2,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_alvarab01_2026-07-22","2026-07-22","debut_anniversary","alvarab01","Abe Alvarez",2004-07-22,22,"Abe Alvarez: 22 years since MLB debut","Abe Alvarez's MLB debut came 22 years ago today, on 2004-07-22. Abe Alvarez finished with 0 wins, 5 strikeouts.","People$debut",0.626,0.57,1,0.55,1,0.8,2.7,"limited","Abe Alvarez finished with 0 wins, 5 strikeouts.",0.08,0.526,0.402,48.2,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_mcbrima01_2026-07-22","2026-07-22","debut_anniversary","mcbrima01","Macay McBride",2005-07-22,21,"Macay McBride: 21 years since MLB debut","Macay McBride's MLB debut came 21 years ago today, on 2005-07-22. Macay McBride finished with 6 wins, 98 strikeouts.","People$debut",0.618,0.56,1,0.55,1,0.8,4.2,"limited","Macay McBride finished with 6 wins, 98 strikeouts.",0.08,0.518,0.402,48,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_gabbaka01_2026-07-22","2026-07-22","debut_anniversary","gabbaka01","Kason Gabbard",2006-07-22,20,"Kason Gabbard: 20 years since MLB debut","Kason Gabbard's MLB debut came 20 years ago today, on 2006-07-22. Kason Gabbard finished with 9 wins, 103 strikeouts.","People$debut",0.61,0.55,1,0.55,1,0.8,4.2,"limited","Kason Gabbard finished with 9 wins, 103 strikeouts.",0.08,0.51,0.402,47.8,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_knottjo02_2026-07-22","2026-07-22","final_game_anniversary","knottjo02","Jon Knott",2007-07-22,19,"Jon Knott: 19 years since final MLB appearance","Jon Knott's final MLB appearance came 19 years ago today, on 2007-07-22. Jon Knott finished with 6 hits, 1 home runs.","People$finalGame",0.602,0.54,1,0.55,1,0.8,3.6,"limited","Jon Knott finished with 6 hits, 1 home runs.",0.08,0.502,0.402,47.5,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_dantoja01_2026-07-22","2026-07-22","debut_anniversary","dantoja01","Jamie D'Antona",2008-07-22,18,"Jamie D'Antona: 18 years since MLB debut","Jamie D'Antona's MLB debut came 18 years ago today, on 2008-07-22. Jamie D'Antona finished with 3 hits, 0 home runs.","People$debut",0.594,0.53,1,0.55,1,0.8,0.9,"limited","Jamie D'Antona finished with 3 hits, 0 home runs.",0.08,0.494,0.402,47.3,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_lairdbr01_2026-07-22","2026-07-22","debut_anniversary","lairdbr01","Brandon Laird",2011-07-22,15,"Brandon Laird: 15 years since MLB debut","Brandon Laird's MLB debut came 15 years ago today, on 2011-07-22. Brandon Laird finished with 25 hits, 6 home runs.","People$debut",0.57,0.5,1,0.55,1,0.8,3.2,"limited","Brandon Laird finished with 25 hits, 6 home runs.",0.08,0.47,0.402,46.5,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_belivje01_2026-07-22","2026-07-22","debut_anniversary","belivje01","Jeff Beliveau",2012-07-22,14,"Jeff Beliveau: 14 years since MLB debut","Jeff Beliveau's MLB debut came 14 years ago today, on 2012-07-22. Jeff Beliveau finished with 2 wins, 66 strikeouts.","People$debut",0.562,0.49,1,0.55,1,0.8,7.1,"limited","Jeff Beliveau finished with 2 wins, 66 strikeouts.",0.08,0.462,0.402,46.3,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_walljo02_2026-07-22","2026-07-22","debut_anniversary","walljo02","Josh Wall",2012-07-22,14,"Josh Wall: 14 years since MLB debut","Josh Wall's MLB debut came 14 years ago today, on 2012-07-22. Josh Wall finished with 1 wins, 11 strikeouts.","People$debut",0.562,0.49,1,0.55,1,0.8,2.8,"limited","Josh Wall finished with 1 wins, 11 strikeouts.",0.08,0.462,0.402,46.3,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_cruzlu01_2026-07-22","2026-07-22","final_game_anniversary","cruzlu01","Luis Cruz",2013-07-22,13,"Luis Cruz: 13 years since final MLB appearance","Luis Cruz's final MLB appearance came 13 years ago today, on 2013-07-22. Luis Cruz finished with 143 hits, 7 home runs.","People$finalGame",0.554,0.48,1,0.55,1,0.8,7.4,"limited","Luis Cruz finished with 143 hits, 7 home runs.",0.08,0.454,0.402,46,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_daytogr01_2026-07-22","2026-07-22","debut_anniversary","daytogr01","Grant Dayton",2016-07-22,10,"Grant Dayton: 10 years since MLB debut","Grant Dayton's MLB debut came 10 years ago today, on 2016-07-22. Grant Dayton finished with 3 wins, 119 strikeouts.","People$debut",0.53,0.45,1,0.55,1,0.8,7.2,"limited","Grant Dayton finished with 3 wins, 119 strikeouts.",0.08,0.43,0.402,45.2,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_bandaan01_2026-07-22","2026-07-22","debut_anniversary","bandaan01","Anthony Banda",2017-07-22,9,"Anthony Banda: 9 years since MLB debut","Anthony Banda's MLB debut came 9 years ago today, on 2017-07-22. Anthony Banda finished with 15 wins, 220 strikeouts.","People$debut",0.522,0.44,1,0.55,1,0.8,3.8,"limited","Anthony Banda finished with 15 wins, 220 strikeouts.",0.08,0.422,0.402,45,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_frelisa01_2026-07-22","2026-07-22","debut_anniversary","frelisa01","Sal Frelick",2023-07-22,3,"Sal Frelick: 3 years since MLB debut","Sal Frelick's MLB debut came 3 years ago today, on 2023-07-22. Sal Frelick finished with 322 hits, 17 home runs.","People$debut",0.474,0.38,1,0.55,1,0.8,8.4,"limited","Sal Frelick finished with 322 hits, 17 home runs.",0.084,0.374,0.4046,43.6,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_uelmeer01_2026-07-22","2026-07-22","debut_anniversary","uelmeer01","Erich Uelmen",2022-07-22,4,"Erich Uelmen: 4 years since MLB debut","Erich Uelmen's MLB debut came 4 years ago today, on 2022-07-22. Erich Uelmen finished with 2 wins, 22 strikeouts.","People$debut",0.482,0.39,1,0.55,1,0.8,0.3,"limited","Erich Uelmen finished with 2 wins, 22 strikeouts.",0.08,0.382,0.402,43.6,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_wolfja01_2026-07-22","2026-07-22","debut_anniversary","wolfja01","Jackson Wolf",2023-07-22,3,"Jackson Wolf: 3 years since MLB debut","Jackson Wolf's MLB debut came 3 years ago today, on 2023-07-22. Jackson Wolf finished with 1 wins, 1 strikeouts.","People$debut",0.474,0.38,1,0.55,1,0.8,1,"limited","Jackson Wolf finished with 1 wins, 1 strikeouts.",0.08,0.374,0.402,43.3,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"final_game_anniversary_wolfja01_2026-07-22","2026-07-22","final_game_anniversary","wolfja01","Jackson Wolf",2023-07-22,3,"Jackson Wolf: 3 years since final MLB appearance","Jackson Wolf's final MLB appearance came 3 years ago today, on 2023-07-22. Jackson Wolf finished with 1 wins, 1 strikeouts.","People$finalGame",0.474,0.38,1,0.55,1,0.8,1,"limited","Jackson Wolf finished with 1 wins, 1 strikeouts.",0.08,0.374,0.402,43.3,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_wallfo01_2026-07-22","2026-07-22","debut_anniversary","wallfo01","Forrest Wall",2023-07-22,3,"Forrest Wall: 3 years since MLB debut","Forrest Wall's MLB debut came 3 years ago today, on 2023-07-22. Forrest Wall finished with 14 hits, 1 home runs.","People$debut",0.474,0.38,1,0.55,1,0.8,0.9,"limited","Forrest Wall finished with 14 hits, 1 home runs.",0.08,0.374,0.402,43.3,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_winanal01_2026-07-22","2026-07-22","debut_anniversary","winanal01","Allan Winans",2023-07-22,3,"Allan Winans: 3 years since MLB debut","Allan Winans's MLB debut came 3 years ago today, on 2023-07-22. Allan Winans finished with 1 wins, 44 strikeouts.","People$debut",0.474,0.38,1,0.55,1,0.8,0.7,"limited","Allan Winans finished with 1 wins, 44 strikeouts.",0.08,0.374,0.402,43.3,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_alvarna01_2026-07-22","2026-07-22","debut_anniversary","alvarna01","Nacho Alvarez",2024-07-22,2,"Nacho Alvarez: 2 years since MLB debut","Nacho Alvarez's MLB debut came 2 years ago today, on 2024-07-22. Nacho Alvarez finished with 47 hits, 2 home runs.","People$debut",0.466,0.37,1,0.55,1,0.8,0.7,"limited","Nacho Alvarez finished with 47 hits, 2 home runs.",0.08,0.366,0.402,43,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
"debut_anniversary_ryanri01_2026-07-22","2026-07-22","debut_anniversary","ryanri01","River Ryan",2024-07-22,2,"River Ryan: 2 years since MLB debut","River Ryan's MLB debut came 2 years ago today, on 2024-07-22. River Ryan finished with 1 wins, 18 strikeouts.","People$debut",0.466,0.37,1,0.55,1,0.8,0.3,"limited","River Ryan finished with 1 wins, 18 strikeouts.",0.08,0.366,0.402,43,"sabrhood_historical_story_score_v2","2026-07-22 16:54:18 UTC"
